vassdragNr,vatnLnr,"Land principally occupied by agriculture, with significant areas of natural vegetation",Broad-leaved forest,Moors and heathland,Sparsely vegetated areas,Peat bogs,Water bodies,Discontinuous urban fabric,Non-irrigated arable land,Coniferous forest,Transitional woodland-shrub,Complex cultivation patterns,Water courses,Mixed forest,Industrial or commercial units,Green urban areas,Sport and leisure facilities,Continuous urban fabric,Road and rail networks and associated land,Airports,Pastures,Bare rocks,Mineral extraction sites,Inland marshes,Glaciers and perpetual snow,Sea and ocean,Port areas,Natural grasslands,Intertidal flats,mean_ndsi,fractional_snow_cover,mean_ndvi,total_road_length,road_density,total_ditch_length,ditch_density,unbuilt,res_built,nres_built,total_population,population_density,gHM
204.G,1717,0,0,1.960847816422248,91.1962054944958,0,2.3285803873999336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.51436630168203,0,0,0,0,0,0,0,0.7092216496826507,1,0.35661106881452803,1666.095423430138,4.634655123311871e-4,0,0,1.000059,0,0,0,0,0.07436649901862433
204.F,1717,0,0,0,88.758396725833,0,0.13568219226833936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10592108189866,0,0,0,0,0,0,0,0.739008925700099,1,0.32840520854144467,336.0762478733696,0.00248123391690388,0,0,1.000482,0,0,0,0,0.0427917708287534
204.F,1716,0,0,0,88.758396725833,0,0.13568219226833936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.10592108189866,0,0,0,0,0,0,0,0.739008925700099,1,0.32840520854144467,336.0762478733696,0.00248123391690388,0,0,1.000482,0,0,0,0,0.0427917708287534
204.H,1717,0,0,8.070254662889829,64.48078738864486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.44895794846532,0,0,0,0,0,0,0,0.6442151759671687,1,0.2950934170845333,0,0,0,0,0.999796,0,0,0,0,0.05786254513392926
204.E,1716,0,0,2.5001880928542075,49.72741004820965,0,1.8311562791182203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.94124557981792,0,0,0,0,0,0,0,0.667879493675553,0.9999375692524308,0.22963465172186875,8129.579690740935,3.9511538523693954e-4,0,0,0.999929,6.8e-5,0,0,0,0.06797322606319633
204.D,1716,0,3.949255426907853,11.96151741341492,43.01780123658011,0,1.1567911799121728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.91463474318494,0,0,0,0,0,0,0,0.6482329027877732,1,0.31135897755728725,0,0,0,0,0.999961,4e-5,0,0,0,0.05300756588332555
205.C1B,1724,0,1.7696043636656764,26.36829177088068,34.52799727718726,0,0.8455050078706305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.488601580395745,0,0,0,0,0,0,0,0.6098535420663611,0.9994152254347538,0.37629697169470505,191.79867983389704,8.929101103360883e-6,0,0,1.000006,6.3e-5,0,0,0,0.05462224250834836
212.G32,67990,0,91.02698417192852,0,0,8.552066521316458,0.4209493067550094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.37562476665581174,0.4755328353183189,0.7472256616965987,2653.2515325428453,8.711465532651152e-4,0,0,0.999798,0,0,0,0,0.02587786191171134
212.FBA,2180,0,33.270624942644766,0,31.503471903582025,33.08780194345029,2.138101210322923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6071594025251679,0.9998654926407652,0.5455169771459358,817.3551272949903,8.315337467590103e-6,0,0,0.999982,0,0,2.16699,0.02225660129778509,0.01296594580813231
212.EAA,2196,0,43.5660103217766,14.53840435081701,12.007008689911745,26.08808985436609,3.800486783128553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5261870742659818,0.9955852588987214,0.6308301862741542,3367.15039454146,4.561758470012123e-4,0,0,1.000064,0,0,8.66796,1.1851543443172945,0.01241317845175858
212.FD0,2180,0,46.97605816670995,8.895144118410803,8.361256816411322,35.76754089846793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6179016467917755,0.9997707848542337,0.6753515981607021,0,0,0,0,0.999992,0,0,0,0,0.01294673123730829
212.GD411,2181,0,36.109563137495535,3.8536194406006,14.39198031394992,40.19141302510222,5.453424082851723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5454240492975962,0.9975480183370184,0.6587255963854994,3563.5500347373863,3.920741506906813e-4,0,0,0.99988,6.7e-5,0,0,0,0.01574047949344845
212.GD41Z,2181,0,12.421707522245054,19.9655377419697,30.63514656943886,36.64593668516002,0.33167148118637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5556864544493644,0.9933600612177916,0.6534543172381991,5354.6816194189005,1.1211523624171744e-4,0,0,1.000002,0,0,0,0,0.015563564173812581
212.EAD2,2226,0,20.70636322037847,4.5856621909555635,72.67158686089175,0.6905864089226009,1.3458013188516054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5689543284785576,0.9995547176860357,0.5977371443071232,0,0,0,0,0.999772,4.5e-5,0,0,0,0.01261625461934759
212.HB,2183,0,71.24265397402895,0.415704489961719,0,25.62708900888808,2.714552527121241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5538752306456634,0.999599745784412,0.645467145691437,7166.119738752946,2.669123556315393e-4,127.1844671781125,4.737166970665174e-6,0.999757,9.7e-5,0,17.33592,0.651520862328303,0.0393921906766657
212.G51,67990,0,99.02563952324452,0.11938418269442044,0,0,0.8549762940610642,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.483615725324596,0.8043518879215368,0.7607708758582213,525.2399165793154,4.998054712241861e-4,0,0,1.000071,0,0,0,0,0.08546636713574833
212.G3Z,67990,0,47.60701371542963,5.648935498706006,36.175685546047234,10.568365239817128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5195230302699144,0.8978165591629977,0.6566473709348195,7145.483361348234,2.572530029306528e-4,0,0,1.000019,1e-5,0,0.04249,0.0015437305670469,0.01333414035915101
212.GD2Z,2181,0,3.8616290647609146,12.394356145949088,52.850132702613614,28.630801279110468,2.263080807565918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5724325474229188,0.996584963922868,0.580228741893153,2884.785550768067,5.3838346848908646e-5,0,0,0.999997,0,0,4.33398,0.08159152712955436,0.01351998576654735
212.EAF,2198,0,30.585246556380884,28.35922696609542,16.932411509064746,24.123114968458943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.46651344045144033,0.7907192298548578,0.6581557193349902,0,0,0,0,0.999851,0,0,0,0,0.01223812249755964
212.FC22,2180,0,65.75147822229907,0,0,13.701889643610285,20.546632134090643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5976986660252926,1,0.7057498462051776,0,0,0,0,0.999498,0,0,0,0,0.01147398852059706
212.G4A0,67990,0,54.287218200713525,0,21.44801306477953,24.256670730664897,0.00809800384205293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.38141747258067416,0.4912858386525817,0.6856423676953202,0,0,0,0,0.999984,0,0,0,0,0.01247692958566185
212.GC42,2181,0,0.00367295967090281,16.731178907040217,33.33041380128723,18.335132141787543,31.599602190214103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5635812307808511,0.9991892738862728,0.4931303149076494,2808.484335913064,0.00351729968760217,0,0,0.999967,0,0,0,0,0.01205425387334569
212.GD3,2181,0,57.407312373745626,0.2393293180747286,0,39.70464056282045,2.648717745359204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5430276489418274,0.998531041426592,0.6879928666260685,0,0,0,0,1.000019,0,0,0,0,0.01221046903468556
212.FA3,2180,0,65.91761281694943,0,0,0,34.082387183050585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4772398231959677,0.997050352567319,0.6852349506094683,186.26055642163308,0.003249411318118,0,0,1.000377,0,0,0.577864,10.174963966816712,0.15701775507229132
212.G61,67990,0,98.34792544226748,0,0,0,1.652074557732525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.28191178304697445,0.122405408850722,0.7640826819344915,0,0,0,0,1.00006,0,0,0,0,0.04042669123962753
212.EBC,2201,0,0,52.270134661338766,20.1804457526406,24.306559196489054,3.242860389531587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5033569083818735,1,0.6168544499129854,0,0,0,0,0.999985,0,0,0,0,0.01330783926347891
212.EAH,2198,0,27.083247965514133,18.49538194245253,5.403578072626843,48.81106530843052,0.20672671097597953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5019056048441496,0.999460266783001,0.6366488355344935,0,0,0,0,0.999918,0,0,0,0,0.01169543052545971
212.HC0,2183,0,85.58734487300964,0,0,3.0373691386841073,11.375285988306256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5459517139948203,0.999784047992224,0.6238701321589166,1581.3867215844089,3.509671665822616e-4,0,0,1.00007,3e-6,0,0,0,0.02045374932105978
212.EAD4,2226,0,92.34293232857868,0,0,0,7.657067671421309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5349389996942955,1,0.740566053359044,0,0,0,0,0.995011,0,0,0,0,0.01175557946165402
212.GE6,54425,0,12.083044810011293,52.24549123824852,23.478624320800503,9.407731801196514,1.499073606198417,0,0,0,0,0,1.2860342235447508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5544139736816234,0.9993733105046152,0.6303755362451621,0,0,0,0,0.999994,0,0,0,0,0.01262473893637368
212.EAC,2226,0,33.885326040784086,29.02852498088461,18.02219451543352,19.060051020291013,0.00390344260676489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518266786129255,0.99864440065373,0.6542878286649922,0,0,0,0,1.00001,0,0,0,0,0.01259981238965121
212.EAC,2196,0,33.885326040784086,29.02852498088461,18.02219451543352,19.060051020291013,0.00390344260676489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.518266786129255,0.99864440065373,0.6542878286649922,0,0,0,0,1.00001,0,0,0,0,0.01259981238965121
212.EAB,2196,0,46.49346848985941,14.612408970847568,21.578240791841324,16.15024655199411,1.1656351954575908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5123784822905834,0.962761847497946,0.6466812424014933,9591.803116768571,5.651825211038598e-4,0,0,0.999904,1.5e-5,0,2.16699,0.12886537849127486,0.0123949265190653
212.EBD,2201,0,0,44.653514180024665,51.2766954377312,0.9615289765721332,3.10826140567201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5603284802974132,1,0.6419506938896768,0,0,0,0,0.999926,0,0,0,0,0.01328677503955943
212.GD412,2181,0,79.84209896366153,7.443841475670097,7.185039147804133,1.4593199325216968,4.06970048034254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5533675633643897,0.9984094157034332,0.7286843355333529,0,0,0,0,0.999999,0,0,0,0,0.01217174351299039
212.G42,67990,0,98.65058708370736,0,0,0,1.3494129162926445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23579441535200749,0.02566730217386259,0.7459474268234996,0,0,0,0,1.000126,0,0,0,0,0.01792235995487322
212.FC21,2180,0,74.58633178823982,0,0,22.40036143706178,3.0133067746984072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5771115228564054,0.9941179511713792,0.7236289898405054,0,0,0,0,0.999962,0,0,0,0,0.01162572271805181
212.GE2Z,54590,0,14.633395005494144,24.631047080590175,40.76824102857894,19.077547263728317,0.8897696216084225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5557324557603263,0.9997031083585765,0.6187386369871634,9303.612407505554,2.3035328881605745e-4,0,0,0.999978,3.3e-5,0,0,0,0.01954155226009439
212.EAG,2198,0,16.03633671086803,43.37427292722828,15.690356006281824,23.25278652073154,1.6462478348903191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4971893936480457,0.8718615915561122,0.6306671280132081,0,0,0,0,0.999911,0,0,0,0,0.01223032683243111
212.FC1,2180,0,76.39522563264379,0,21.825918089718265,0.541812481407576,1.2370437962303755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6066938194127256,1,0.639526031776163,5281.008019443915,2.465653342045783e-4,0,0,0.99988,5.7e-5,0,34.67183999999999,1.6341750685955263,0.01505756396095811
212.HA,2183,0.43967682904995503,82.18960191625975,1.738542112295686,2.913023894824327,12.652440460822024,0.06671478674825722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545192835463141,0.9970946072775856,0.7084488656477953,5978.933191231898,4.206981439804332e-4,492.4408236145884,3.4649816930329034e-5,0.997608,0.00247,0,39.00581999999999,2.7693160907176475,0.22187197014647708
212.EAD3,2226,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5293873144261054,1,0.6997421358265693,0,0,0,0,1.013558,0,0,0,0,0.01184975123032927
212.EAD1,2226,0,8.563889757923132,42.80557703545856,22.797785241634152,24.90334043645851,0.9294075285256392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5217182653527376,1,0.6342081499984221,0,0,0,0,1.000085,0,0,0,0,0.0124503766373946
212.G5Z,67990,0,39.302137569904914,13.265616424131842,35.3611321258511,9.808568080340589,2.2625457997715577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53578392346574,0.949502622592988,0.6411284064055811,2771.991302070718,5.130818732290388e-5,0,0,1.000007,0,0,0,0,0.02731128328901948
212.GE5,54425,0,17.88730711796914,50.52961672473868,24.561672473867596,0.8750622200099553,5.397909407665505,0,0,0,0,0,0.748432055749129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5395054563029672,0.9955424273215476,0.6167038755433465,0,0,0,0,0.99995,0,0,0,0,0.01236927470742525
212.GD42,2181,0,72.55138912866182,15.244995029258911,0,0.0196448450140788,12.18397099706518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5392609198905005,0.9985789212789076,0.7180980636114344,0,0,0,0,1.000195,0,0,0,0,0.01181786761971664
212.FA12,2180,0,83.07447880337907,0,16.319460590560332,0,0.6060606060606061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4734353559972991,0.8698588944591964,0.6524043640111804,1210.29248218432,0.0013207452379466,0,0,0.99283,0.00596,0,12.415578000000002,13.67266418720939,0.08610771622826044
212.FA2,2180,0,82.77133411452049,2.9422454575323984,14.27944208117562,0,0.00697834677149694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4908839010513922,0.8702860035392574,0.6789184765081018,0,0,0,0,1.000066,0,0,0,0,0.02576610626153839
212.FAA0,2180,0,58.78304596480197,0,18.009466590752655,19.15656840334135,4.050919041104039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5679367724043708,0.994786344507125,0.5555426590091797,3248.3206296410426,3.4427487595941685e-5,98.49914685404596,1.043948102162328e-6,0.999867,1.17e-4,0,37.64613999999999,0.40278106062742064,0.02036937740239529
212.HE,50412,0.2965701667032214,51.6647844383081,4.421170505368098,3.4429112646258675,40.00536741597065,0.16919620902407026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5898494660567131,1,0.6347172924419114,11033.933113642765,1.9503983789395055e-4,655.6920419577397,1.159025238368247e-5,0.99985,1.67e-4,0,19.689866,0.3512255300666494,0.02003300034413795
212.G52,67990,0,95.00914151058385,0,0,0,4.990858489416162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5031320978310642,0.9252472408333732,0.717994386625598,3654.6165727326807,0.00197619516801146,53.56332948799523,2.896380257960501e-5,0.994345,0.0056,0,10.83495,5.912285097892411,0.2125550165258605
212.G62,67990,0,95.84802802252322,0,0,0,4.151971977476777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5043795964524597,0.943843289771537,0.7441843641175044,0,0,0,0,0.999826,0,0,0,0,0.2001783641131431
212.FB0,2180,0,77.89142712963142,3.2515298299511177,11.40017911556836,6.162850987492409,1.2940129373566869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5851183876662448,0.9854589444560128,0.6220719741182259,3119.2481420936233,2.64103589013224e-4,21.092334601322204,1.78586666245093e-6,1.000076,0,0,0,0,0.06273676216044614
212.FA4,2180,0,97.24598318851226,0,0,0,2.754016811487743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4486943757195484,0.7657773455181306,0.676231033380328,0,0,0,0,0.998254,0.001404,0,4.104534000000001,2.626581266637398,0.16440426578677722
212.FA9,2180,0,90.55219987645,0,0,0,9.447800123550005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5907810959551555,0.985312772653347,0.5665501144023781,3238.5290988365673,0.00309500151929208,87.26150186533935,8.339418069331472e-5,0.985199,0.014333,0,21.6699,20.902648445562143,0.17597870850992778
212.G31,67990,1.252197670153426,73.50800858408908,4.25515319394729,11.802279252728908,7.225222718322982,1.9571385807583177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.41979167966499986,0.6026129234008755,0.700536306046771,8884.580350584256,3.701274433173009e-4,28.973953484034475,1.2070412898156593e-6,0.997514,0.002462,0,112.58150399999994,4.733244439624041,0.0772720408476138
212.G41,67990,0,33.94203992822986,2.6142517313328626,57.009766909418616,4.967484229242273,1.4664572017763922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44856995205114947,0.6504706810506368,0.6356686667041674,10118.938146749955,2.8697767196539446e-4,161.54797784224257,4.581573868674571e-6,0.999584,4.1e-4,0,0,0,0.02150096712812107
212.HF1C,2214,0,59.17764252919046,1.6145038407667716,0,39.148499180343315,0.05935444969945921,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6045062962906641,1,0.6487447561087323,0,0,0,0,1.000207,0,0,0,0,0.08689736509371311
212.HF1B,2214,0,42.26381405914243,22.06639988642188,2.216939021543748,31.673135646444788,1.063591715534936,0,0,0,0.7161196709122104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5984700045075818,1,0.6862744916243342,7286.76127231976,4.025278912704941e-4,555.3016045740732,3.067540921882897e-5,0.998894,0.001082,5.3e-5,13.00194,0.7248310832487578,0.13904899514982885
212.G8CB,50390,0,50.177382460546546,2.309632788354658,5.588379507500205,35.49490704892827,6.429698194670317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6096284046280307,1,0.5757375665654052,0,0,0,0,1.000001,0,0,0,0,0.01211476449313099
212.GC3,2181,0,74.03376533476906,0.01244200329826196,0,13.781215289638526,12.172577372294146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5536839816429804,0.9990666595963744,0.6656591098449464,0,0,0,0,0.999962,0,0,0,0,0.01192358313926374
212.GD1,2181,0,53.84515936770049,15.873005438617248,5.990148258196272,22.237852951359216,2.0538339841267756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.557937136418166,1,0.6824920955212125,0,0,0,0,0.999982,0,0,0,0,0.01171767498237344
212.GD20,2181,0,14.756213124929593,18.33377143475639,24.85117436952051,41.04318207421512,1.015658996578391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5595502536131736,0.9972059189875212,0.6633861994006159,3869.8402555360553,2.065347854689435e-4,0,0,0.999981,0,0,0,0,0.0198575042392151
234.GBCD220,2289,0,88.81283562844314,0,0,0,11.187164371556852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544892702267808,1,0.5693372794980556,322.2592270492007,0.00826730952392455,0,0,0.967579,0.029091,0,2.16699,56.138608764739615,0.02160111628472805
234.GBCE,2289,0,41.52017370609811,6.580835899260277,25.94714394952382,23.46770203352266,2.484144411595127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6281751895318247,0.4834870017591585,0.6079201187662142,0,0,0,0,0.999969,0,0,0,0,0.01260766392467176
234.GBCD21,2289,0,54.716722122965464,33.04573915323969,11.086479044075464,0.03565047779835762,1.115409201921028,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5617491199068724,0.9999474272053974,0.6552985571026,4644.321998681808,7.642445264567432e-4,47.19743668788675,7.766555088502464e-6,0.999976,1e-6,0,8.897406,1.478153614008318,0.02330023914651095
234.GBCD1,2289,0,89.84638670871568,0,0,8.760344296113628,1.3932689951706858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6184596074644743,0.7406691063828622,0.6409766815338329,0,0,0,0,0.99994,0,0,0,0,0.01235358702444842
234.GBG2Z,2279,0,1.8201637091150364,10.496882214744652,74.10159714558466,5.670239199463781,7.911117731091869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5056591103069296,0,0,0,0,0.999999,0,0,0,0,0.02811808113634615
234.GBG3,2279,0,39.5978757973282,5.171726441208328,42.9677157299314,3.443555181128896,8.819126850403178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5578710633585232,0,0,0,0,0.999898,0,0,0,0,0.016875726482359
234.GBCD23,2289,0,98.47292128045098,0,0,0,1.5270787195490236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.613984089865484,1,0.627796919414753,0,0,0,0,1.000274,0,0,0,0,0.01524778468106125
234.GBCD2Z,2289,0,40.21675239367798,1.7557536363168618,28.569000759303808,29.458493210701352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5907842031583724,0.9993476270524394,0.5789296203650185,831.8024939877814,1.2939266263100484e-5,0,0,0.999978,5e-5,0,8.396024,0.13186203402116764,0.01282529755677754
234.GBG20,2279,0,0,7.233215231322188,86.32692086312531,2.0430155664419742,4.396848339110526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.5401832112248337,0,0,0,0,0.999924,0,0,4.33398,0.13960783234508892,0.01259875462028838
234.GBG10,2279,0,31.182180041917384,5.632014400649044,54.11081907916977,4.383577851396119,4.69140862686769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.580386533978976,0.3884570407655587,0.5587227571673927,0,0,0,0,1.000003,0,0,0,0,0.0175337673032462
234.GBG4,2279,0,12.875152362362446,27.27236565830485,50.7866017723756,2.47530238068855,6.590577826268549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0.579434784951394,0,0,0,0,0.999963,0,0,0,0,0.05255739055489562
234.GBCD22Z,54346,0,78.23801587609192,1.004021623377462,7.6229972629336995,10.79064857212991,2.344316665467008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6099076377247088,0.9998489133181708,0.6200844885530734,12590.714580647267,3.709925472334384e-4,1500.8076584952569,4.422214899450005e-5,1.000019,2.5e-5,0,21.6699,0.6446020072765043,0.01920084388905276
234.GBCD22Z,2289,0,75.3102156964382,0.9591209938186062,7.322994573208788,10.37790072392478,6.02976801260962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6121643730079367,0.99985567512402,0.6200844885530734,12590.714580647267,3.543941307778407e-4,1500.8076584952569,4.2243625029407186e-5,1.000013,2.4e-5,0,21.6699,0.6157615987719943,0.01919740500576352
234.FD,2275,0,87.08352271944686,1.423667066099197,0.39891602275388066,7.839896423012823,3.253997768687245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5206494155575317,0.9971315094693868,0.6891471486194869,0,0,0,0,1.000011,0,0,0,0,0.01936905801964129
234.GBF,2279,0,19.275562077256343,4.966064355764801,53.89030636937003,7.973230913377962,13.29084763612007,0,0,0,0,0,0.6039886481107931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5849335927935019,0.717586921585893,0.4835177727141493,0,0,0,0,1.000029,0,0,39.87448799999999,0.9331068595828892,0.01443399856154608
234.FE,2275,0,87.45944380069524,2.547403349836722,1.160196987253766,5.8622142631412615,2.9707415990730013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5243747432135141,0.9977074642839732,0.6991953889963727,15870.722199206088,2.083242939396488e-4,2036.8559551918352,2.673643791353959e-5,0.999945,0,0,39.00816,0.5173977721841946,0.02278871588533069
246.3B,209024,1.816655827286897e-4,5.2624886004846845,32.937605138956,2.1449255352776397,2.2726364399359085,22.381199792174577,0,0,0,0,0,0,15.906093426975886,0,0,0,0,0,0,0,0,19.094869400612577,0,0,0,0,0,0,0.5590095115845289,0.943176537676462,0.5223770350784649,3195.119110260637,2.5325636962956626e-4,2199.976021800715,1.74377831099979e-4,0.99834,0.001696,0,0,0,0.3009926917018742
307.3BC8,1131,0,38.701004554305406,13.4567911292885,17.99127159357237,4.4011373542663,1.0797804591239548,2.099814514574049,0,1.833128294538907,0,0,0,20.437072100330507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6749049161525912,0.99260357948793,0.7566274790070677,23978.691875390727,0.0018245778370438,14512.554714085456,0.00110428399630012,0.995283,0.004087,6.74e-4,8.897726,0.6810188620891151,0.16670756292699573
307.3BC1Z,1131,0.46041138148320776,19.8971368389592,38.78165328247697,5.465161375256624,12.844552450961205,0,0,0,9.798507754765115,8.34006397369891,0,0,2.163293044372414,0,0,0,0,0,0,0,2.249219898026351,0,0,0,0,0,0,0,0.696054957525045,0.9775651346897546,0.7179322837209511,4423.476727339106,1.496368338371409e-4,0,0,1.00004,0,3e-6,0,0,0.0687572690000895
307.3BD,1131,0,49.62508143965568,1.5928609504254607,0,12.91583581765414,0,3.766164537718899,0,32.03451067106276,0,0,0,0.06554658348305069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5870596956389237,0.9590248497860392,0.7882832998461997,1700.7340442901998,6.721020091554333e-4,2307.438425759796,9.118615618721552e-4,1.000117,3.7e-5,0,0,0,0.20047758299675297
307.3BC4,1131,0,31.2621692818692,40.32279616691483,2.120795632420876,1.5228305272401024,0.5402206696445615,0,0,21.19554842896957,0,0,0,3.035639292940862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6087160761221225,0.9254803095391138,0.7396609438728191,0,0,0,0,1.000082,0,0,0,0,0.06312160489801685
